Name,Value.availability,Value.cost,Value.dealership,Value.function,Value.location,Value.other,Value.participantid,Value.range,Value.reviewid,Value.sentiment,Value.servicetimes,Value.time,Value.userinteraction
267231n1,,,,true,,,1,,267231,Negative,, 7/12/2019 @ 12:30:34,
267271n1,,,true,true,,,1,,267271,Negative,, 8/12/2019 @ 12:55:11,
267364n1,,,,true,true,,1,,267364,Negative,, 3/12/2019 @ 19:7:43,
267411n1,,true,,,true,,1,,267411,Positive,, 7/12/2019 @ 12:37:0,
267427n1,,true,,,true,,1,,267427,Positive,, 8/12/2019 @ 16:27:25,
267433n1,,,,,,,1,,267433,Positive,, 29/11/2019 @ 18:26:3,true
267473n1,,,,,,,1,,267473,Positive,, 7/12/2019 @ 12:39:57,true
267474n1,,,,,true,,1,,267474,Positive,, 10/12/2019 @ 14:45:13,
267600n1,,,,true,,,1,,267600,Positive,, 2/12/2019 @ 18:55:20,
267633n1,true,,,,true,,1,,267633,Negative,, 2/12/2019 @ 18:32:37,
267637n1,true,,,true,,,1,,267637,Negative,, 30/11/2019 @ 16:7:30,
267644n1,,,,true,,,1,,267644,Negative,, 4/12/2019 @ 19:23:48,
267651n1,,,true,,,,1,,267651,Positive,, 7/12/2019 @ 12:46:15,true
267695n1,,,,true,,,1,,267695,Negative,, 6/12/2019 @ 19:23:32,
267705n1,,,true,true,,,1,,267705,Positive,, 2/12/2019 @ 20:9:44,
267708n1,,,,true,,,1,,267708,Negative,, 10/12/2019 @ 14:42:42,
267718n1,true,,,,,,1,,267718,Negative,, 30/11/2019 @ 15:50:7,
267743n1,,,,true,,,1,,267743,Negative,, 7/12/2019 @ 12:46:26,
267746n1,true,,,true,,,1,,267746,Positive,, 10/12/2019 @ 14:31:24,
267786n1,,,,true,true,,1,,267786,Positive,, 4/12/2019 @ 19:26:45,
267899n1,,,,true,true,,1,,267899,Positive,, 5/12/2019 @ 21:24:25,
267904n1,,,,,,,1,,267904,Positive,, 4/12/2019 @ 19:30:34,true
267912n1,,,,,true,,1,,267912,Negative,true, 2/12/2019 @ 19:51:17,
267914n1,,,,true,,,1,,267914,Negative,, 1/12/2019 @ 9:42:12,
267980n1,,true,,true,,,1,,267980,Negative,, 6/12/2019 @ 19:22:29,
267997n1,true,,true,,,,1,,267997,Positive,, 4/12/2019 @ 19:44:12,
268080n1,,,,true,,,1,,268080,Positive,, 7/12/2019 @ 11:50:45,
268104n1,,,,,true,,1,,268104,Negative,, 6/12/2019 @ 19:30:14,
268118n1,true,,,,,,1,,268118,Positive,true, 30/11/2019 @ 16:21:56,
268130n1,,,true,,,,1,,268130,Positive,, 2/12/2019 @ 19:21:16,
268192n1,,,true,,,,1,,268192,Positive,true, 3/12/2019 @ 20:0:5,
268195n1,,,,true,,,1,,268195,Negative,, 1/12/2019 @ 9:53:26,
268202n1,,,,,true,,1,,268202,Positive,, 4/12/2019 @ 19:50:12,
268208n1,,,,true,,,1,,268208,Negative,, 6/12/2019 @ 19:37:14,
268227n1,,,,true,,,1,true,268227,Negative,, 6/12/2019 @ 19:34:3,
268275n1,,,,,true,,1,,268275,Positive,, 3/12/2019 @ 20:16:19,
268277n1,,,,,true,,1,,268277,Negative,, 30/11/2019 @ 16:11:41,
268312n1,,,,true,true,,1,,268312,Negative,, 8/12/2019 @ 18:36:18,
268326n1,,,,,true,,1,,268326,Negative,, 3/12/2019 @ 20:7:40,
268443n1,,,,true,,,1,,268443,Positive,, 1/12/2019 @ 9:59:13,
268483n1,,,,,,,1,,268483,Positive,, 2/12/2019 @ 19:6:23,true
268484n1,true,,,,,,1,,268484,Negative,, 6/12/2019 @ 19:33:35,
268507n1,true,,,true,true,,1,,268507,Positive,, 8/12/2019 @ 16:37:44,
268546n1,,,,true,,,1,true,268546,Negative,, 6/12/2019 @ 19:21:27,
268568n1,,,true,true,,,1,,268568,Negative,, 2/12/2019 @ 18:31:37,
268704n1,,true,,,true,,1,true,268704,Positive,, 10/12/2019 @ 14:32:25,
268775n1,,true,,true,,,1,,268775,Negative,, 8/12/2019 @ 16:34:9,
268784n1,,,,true,,,1,,268784,Positive,, 7/12/2019 @ 12:44:5,
268789n1,,,,true,,,1,,268789,Negative,, 6/12/2019 @ 19:52:49,
268807n1,,true,,true,,,1,,268807,Negative,, 10/12/2019 @ 14:41:54,
268838n1,,,true,,,,1,,268838,Positive,, 2/12/2019 @ 19:43:29,true
268915n1,true,,,,,,1,,268915,Negative,, 7/12/2019 @ 13:7:50,
268922n1,,,,true,,,1,,268922,Negative,, 2/12/2019 @ 19:56:45,
268924n1,,,,true,,,1,,268924,Positive,, 2/12/2019 @ 18:56:24,
268951n1,,,,true,,,1,,268951,Positive,, 30/11/2019 @ 18:41:21,true
268959n1,true,,,true,,,1,,268959,Positive,, 7/12/2019 @ 12:40:14,
268972n1,true,,true,,,,1,,268972,Negative,, 1/12/2019 @ 9:48:5,
269135n1,,,,true,,,1,,269135,Negative,, 1/12/2019 @ 9:59:49,
269156n1,,,,true,,,1,,269156,Positive,, 2/12/2019 @ 19:2:4,
269179n1,,,true,true,,,1,,269179,Negative,, 6/12/2019 @ 19:31:56,
269209n1,,true,,true,,,1,,269209,Negative,true, 2/12/2019 @ 19:6:4,
269211n1,,,,,true,,1,,269211,Negative,, 4/12/2019 @ 19:46:41,
269229n1,,,,true,,,1,,269229,Negative,, 30/11/2019 @ 18:30:18,
269233n1,true,,,true,,,1,,269233,Negative,, 2/12/2019 @ 19:13:33,true
269237n1,,,,,,,1,,269237,Positive,, 2/12/2019 @ 18:59:53,true
269263n1,,,true,true,,,1,,269263,Positive,true, 6/12/2019 @ 19:28:48,
269268n1,,,,,,,1,true,269268,Negative,true, 30/11/2019 @ 18:34:24,
269285n1,,,,true,,,1,,269285,Negative,, 30/11/2019 @ 18:35:32,
269408n1,,,,true,,,1,,269408,Negative,, 10/12/2019 @ 13:59:53,
269464n1,,,,,true,,1,,269464,Positive,, 8/12/2019 @ 16:29:44,
269469n1,true,,,,true,,1,,269469,Negative,, 5/12/2019 @ 21:8:44,
269523n1,true,,,true,,,1,,269523,Negative,, 2/12/2019 @ 19:38:36,
269526n1,,,,true,,,1,,269526,Negative,, 6/12/2019 @ 19:51:30,
269533n1,,,,,true,,1,,269533,Positive,, 10/12/2019 @ 13:51:39,
269563n1,,,,true,,,1,,269563,Negative,, 2/12/2019 @ 19:16:22,
269572n1,true,,,,,,1,,269572,Negative,, 10/12/2019 @ 14:18:18,
269577n1,,,,true,true,,1,,269577,Positive,true, 8/12/2019 @ 18:37:55,
269619n1,,,,true,,,1,,269619,Positive,, 10/12/2019 @ 14:35:33,
269624n1,true,,,,,,1,,269624,Negative,, 7/12/2019 @ 12:46:5,true
269635n1,,,,,true,,1,,269635,Positive,, 8/12/2019 @ 16:26:34,
269674n1,true,,,,,,1,,269674,Negative,, 6/12/2019 @ 19:35:0,
269685n1,,,,true,,,1,,269685,Negative,, 6/12/2019 @ 19:59:51,
269718n1,true,,,,,,1,,269718,Negative,, 7/12/2019 @ 12:54:37,true
269832n1,,,,true,,,1,,269832,Positive,, 7/12/2019 @ 12:43:55,
269893n1,,,,,true,,1,,269893,Negative,, 3/12/2019 @ 20:12:35,
269922n1,,,,true,true,,1,,269922,Negative,, 30/11/2019 @ 18:35:28,
269953n1,,,true,,true,,1,,269953,Positive,, 3/12/2019 @ 20:13:18,
270027n1,,,,true,,,1,,270027,Negative,, 2/12/2019 @ 19:59:44,
270052n1,true,,,,true,,1,,270052,Positive,, 7/12/2019 @ 11:57:21,
270063n1,true,,,true,true,,1,,270063,Negative,, 2/12/2019 @ 18:57:57,
270082n1,,,,true,,,1,,270082,Negative,true, 8/12/2019 @ 16:23:0,
270130n1,,,,true,,,1,,270130,Negative,, 10/12/2019 @ 14:19:51,
270148n1,,true,,true,,,1,,270148,Positive,, 5/12/2019 @ 21:0:27,
270201n1,,true,,,,,1,,270201,Positive,, 2/12/2019 @ 18:32:25,
270204n1,,,true,,,,1,,270204,Positive,, 30/11/2019 @ 16:6:37,
270208n1,,,,true,,,1,,270208,Negative,, 6/12/2019 @ 19:55:12,
270241n1,,,true,,true,,1,,270241,Negative,, 1/12/2019 @ 9:47:10,
270279n1,true,,,,,,1,,270279,Negative,, 8/12/2019 @ 12:59:16,
270286n1,,,,true,,,1,,270286,Negative,, 30/11/2019 @ 18:39:15,
270298n1,,,,true,,,1,,270298,Negative,, 7/12/2019 @ 11:56:7,
270351n1,true,,,,,,1,,270351,Negative,, 3/12/2019 @ 20:16:52,
270360n1,true,,,,true,,1,true,270360,Negative,, 2/12/2019 @ 20:13:12,
270368n1,,,,true,,,1,,270368,Positive,, 6/12/2019 @ 19:47:35,
270393n1,,true,,,,,1,,270393,Negative,true, 2/12/2019 @ 19:10:23,
270423n1,,,,,,,1,,270423,Positive,, 1/12/2019 @ 10:2:17,true
270457n1,,,,true,,,1,,270457,Negative,, 7/12/2019 @ 11:58:29,
270459n1,,true,,true,,,1,,270459,Negative,, 3/12/2019 @ 20:11:15,
270471n1,true,,,,,,1,,270471,Negative,, 10/12/2019 @ 14:2:18,
270501n1,,,,true,true,,1,,270501,Negative,, 2/12/2019 @ 20:12:30,
270517n1,,,,true,true,,1,,270517,Negative,, 8/12/2019 @ 16:24:28,
270564n1,,true,,,true,,1,,270564,Positive,, 5/12/2019 @ 21:17:14,
270581n1,true,,,,,,1,,270581,Negative,, 7/12/2019 @ 12:45:52,
270583n1,,,true,true,,,1,,270583,Positive,, 10/12/2019 @ 14:13:55,
270585n1,true,,,,,,1,,270585,Negative,, 8/12/2019 @ 12:56:54,
270623n1,,,,true,true,,1,,270623,Positive,, 10/12/2019 @ 14:19:2,
270624n1,true,true,,,,,1,,270624,Positive,, 8/12/2019 @ 12:55:23,
270635n1,,,,,true,,1,,270635,Negative,, 4/12/2019 @ 19:27:43,
270651n1,,,,,true,,1,,270651,Positive,, 30/11/2019 @ 18:39:20,
270677n1,,,,true,,,1,,270677,Negative,, 5/12/2019 @ 21:15:14,
270697n1,,,,true,,,1,,270697,Negative,, 8/12/2019 @ 18:31:50,
270706n1,,,,true,,,1,,270706,Negative,, 8/12/2019 @ 18:37:23,
270731n1,true,,true,,true,,1,,270731,Negative,, 30/11/2019 @ 18:47:51,
270778n1,,,,,,,1,,270778,Positive,, 4/12/2019 @ 19:42:33,true
270787n1,,,,true,,,1,,270787,Negative,, 3/12/2019 @ 20:17:9,
270841n1,,,,,true,,1,,270841,Negative,, 4/12/2019 @ 19:48:8,
270843n1,,,,true,true,,1,,270843,Positive,, 5/12/2019 @ 21:1:6,
270859n1,,true,,true,,,1,,270859,Negative,, 2/12/2019 @ 19:55:32,
270901n1,true,,,,,,1,,270901,Negative,, 8/12/2019 @ 16:16:44,true
270911n1,,,,true,,,1,,270911,Negative,, 8/12/2019 @ 12:52:31,
270913n1,,true,,true,,,1,,270913,Positive,true, 6/12/2019 @ 20:1:19,
270940n1,,true,true,,,,1,,270940,Negative,, 8/12/2019 @ 13:32:49,true
270953n1,true,true,,true,true,,1,,270953,Negative,, 1/12/2019 @ 9:50:19,
270960n1,,,,true,,,1,,270960,Negative,, 6/12/2019 @ 20:0:27,
270961n1,,,,,true,,1,,270961,Positive,, 7/12/2019 @ 13:14:34,
270992n1,true,,,,,,1,,270992,Negative,, 2/12/2019 @ 19:1:14,true
271038n1,,true,,,,,1,,271038,Positive,, 10/12/2019 @ 14:43:42,
271114n1,true,,,,,,1,true,271114,Negative,, 30/11/2019 @ 18:43:9,
271116n1,true,,,,,,1,,271116,Negative,, 3/12/2019 @ 20:19:23,
271168n1,,,true,,,,1,,271168,Positive,, 30/11/2019 @ 15:54:2,
271263n1,,,,true,true,,1,,271263,Positive,, 6/12/2019 @ 19:48:18,
271265n1,,,,true,,,1,,271265,Negative,, 4/12/2019 @ 19:19:26,
271310n1,,,,true,,,1,,271310,Negative,, 1/12/2019 @ 9:50:24,
271312n1,,,,true,,,1,,271312,Negative,, 30/11/2019 @ 15:53:20,
271374n1,,,,,true,,1,,271374,Positive,, 8/12/2019 @ 16:18:38,
271375n1,,,,,,,1,,271375,Positive,, 6/12/2019 @ 19:43:41,true
271379n1,,,,true,,,1,true,271379,Negative,true, 7/12/2019 @ 12:57:22,
271398n1,,,,true,true,,1,,271398,Positive,true, 30/11/2019 @ 18:38:36,
271445n1,,,true,true,,,1,,271445,Negative,, 10/12/2019 @ 14:24:48,
271453n1,true,,,,,,1,,271453,Negative,, 4/12/2019 @ 19:50:57,
271465n1,,,,,,,1,,271465,Positive,, 7/12/2019 @ 12:41:1,true
271476n1,,,,true,,,1,,271476,Negative,, 7/12/2019 @ 12:30:17,
271517n1,,,,true,,,1,,271517,Positive,, 5/12/2019 @ 21:53:52,
271528n1,,,,,true,,1,,271528,Negative,, 2/12/2019 @ 18:57:15,
271545n1,,,,true,,,1,,271545,Negative,, 1/12/2019 @ 10:14:7,
271551n1,,,true,true,,,1,,271551,Negative,, 2/12/2019 @ 19:47:52,
271599n1,true,,,,,,1,,271599,Negative,, 8/12/2019 @ 18:37:28,
271638n1,,true,,,true,,1,,271638,Positive,, 30/11/2019 @ 18:45:13,
271702n1,,,,true,,,1,,271702,Negative,, 8/12/2019 @ 16:39:11,
271793n1,true,,,true,,,1,,271793,Positive,, 1/12/2019 @ 9:40:47,
271798n1,,true,,,true,,1,,271798,Negative,, 10/12/2019 @ 13:52:2,
271801n1,,,,,true,,1,true,271801,Positive,, 2/12/2019 @ 18:52:14,
271824n1,,,,true,,,1,,271824,Negative,true, 2/12/2019 @ 19:16:57,
271869n1,,,,true,,,1,,271869,Positive,, 30/11/2019 @ 16:8:48,
271876n1,,,,true,,,1,,271876,Negative,, 4/12/2019 @ 19:35:9,
271919n1,,,,,true,,1,,271919,Positive,, 6/12/2019 @ 19:33:45,
271937n1,,,,,true,,1,,271937,Positive,, 1/12/2019 @ 9:55:51,
271983n1,,,,true,,,1,,271983,Negative,, 2/12/2019 @ 19:7:51,
272005n1,,,,true,true,,1,,272005,Negative,, 30/11/2019 @ 16:1:26,
272040n1,,,,,,,1,,272040,Positive,, 2/12/2019 @ 19:0:21,true
272055n1,,,,true,,,1,,272055,Negative,, 30/11/2019 @ 15:59:46,
272065n1,,,,true,,,1,,272065,Negative,, 10/12/2019 @ 14:45:0,
272070n1,true,,,,,,1,,272070,Negative,, 7/12/2019 @ 13:5:37,
272080n1,,,,true,,,1,,272080,Negative,, 1/12/2019 @ 9:47:1,
272086n1,,true,,,true,,1,,272086,Negative,, 30/11/2019 @ 15:46:4,
272088n1,,,,true,true,,1,,272088,Positive,, 10/12/2019 @ 14:41:24,
272114n1,,true,true,,,,1,,272114,Negative,, 4/12/2019 @ 19:38:46,
272123n1,true,,,,true,,1,,272123,Negative,true, 5/12/2019 @ 21:0:59,
272134n1,,,,,true,,1,,272134,Positive,, 10/12/2019 @ 13:59:49,
272165n1,,,,,true,,1,,272165,Positive,, 30/11/2019 @ 16:21:26,
272193n1,true,,,,,,1,,272193,Negative,, 29/11/2019 @ 18:21:29,
272221n1,true,,true,true,,,1,,272221,Negative,, 2/12/2019 @ 18:36:44,
272252n1,,,true,true,true,,1,,272252,Negative,, 4/12/2019 @ 19:33:9,
272313n1,,,,true,,,1,,272313,Positive,, 4/12/2019 @ 19:23:3,
272418n1,true,,true,,,,1,,272418,Negative,, 6/12/2019 @ 19:39:37,
272419n1,true,,,,,,1,,272419,Negative,, 10/12/2019 @ 13:53:58,
272520n1,,,true,true,,,1,,272520,Positive,, 10/12/2019 @ 14:11:59,true
272659n1,,,,true,,,1,,272659,Negative,, 10/12/2019 @ 14:16:18,
272704n1,,,,true,,,1,,272704,Negative,, 10/12/2019 @ 14:23:41,
272731n1,,,,true,,,1,,272731,Positive,, 8/12/2019 @ 16:29:17,true
272795n1,,,,true,,,1,,272795,Negative,, 8/12/2019 @ 13:0:11,
272799n1,,,,true,,,1,,272799,Negative,, 3/12/2019 @ 20:14:46,
272806n1,,,,,true,,1,,272806,Positive,, 2/12/2019 @ 20:11:1,
272811n1,,,true,true,,,1,,272811,Negative,true, 30/11/2019 @ 18:31:31,
272848n1,,,,true,,,1,,272848,Negative,, 8/12/2019 @ 16:23:11,
272853n1,,,,true,,,1,,272853,Negative,, 8/12/2019 @ 18:30:32,
272878n1,,,true,true,,,1,,272878,Positive,, 7/12/2019 @ 12:28:10,
272887n1,true,,,true,,,1,,272887,Negative,, 7/12/2019 @ 12:25:47,
272894n1,,,true,,,,1,,272894,Positive,true, 7/12/2019 @ 12:32:12,
272917n1,,,,true,,,1,,272917,Positive,, 10/12/2019 @ 14:35:30,
272919n1,,,,true,,,1,,272919,Negative,true, 29/11/2019 @ 18:16:0,
272923n1,,,,true,,,1,,272923,Positive,, 2/12/2019 @ 18:23:39,true
272948n1,true,,,true,,,1,,272948,Positive,, 8/12/2019 @ 16:14:37,
272979n1,,,true,true,,,1,,272979,Positive,, 7/12/2019 @ 12:24:7,
273017n1,,,,true,true,,1,,273017,Positive,, 3/12/2019 @ 20:4:2,
273028n1,,,,true,,,1,,273028,Negative,, 30/11/2019 @ 15:47:32,
273030n1,,,,true,,,1,,273030,Positive,, 1/12/2019 @ 10:0:37,
273035n1,,,,true,,,1,,273035,Positive,, 2/12/2019 @ 20:8:9,
273037n1,,,,,true,,1,,273037,Positive,true, 10/12/2019 @ 14:11:51,
273047n1,,,,,,,1,,273047,Positive,, 29/11/2019 @ 18:25:57,true
273050n1,,,true,true,,,1,,273050,Negative,, 3/12/2019 @ 19:11:12,
273084n1,,true,,,,,1,,273084,Negative,, 10/12/2019 @ 14:46:38,
273093n1,true,,,true,,,1,,273093,Negative,, 2/12/2019 @ 19:5:24,
273105n1,true,,,,,,1,,273105,Negative,, 10/12/2019 @ 14:27:34,
273159n1,,,,true,,,1,,273159,Negative,, 2/12/2019 @ 20:1:26,
273195n1,,,,true,,,1,,273195,Negative,, 10/12/2019 @ 14:36:6,
273196n1,,,,,,,1,,273196,Positive,, 7/12/2019 @ 12:50:24,true
273233n1,,,true,true,true,,1,,273233,Positive,, 7/12/2019 @ 11:49:14,
273257n1,,,,true,,,1,,273257,Negative,, 10/12/2019 @ 13:56:2,
273282n1,,,true,true,,,1,,273282,Negative,, 10/12/2019 @ 14:36:47,
273284n1,,true,,,true,,1,,273284,Positive,true, 5/12/2019 @ 21:54:38,
273291n1,,,,true,,,1,,273291,Negative,, 10/12/2019 @ 14:26:34,
273369n1,,,,true,,,1,,273369,Negative,, 2/12/2019 @ 19:3:51,
273444n1,,,,,,,1,,273444,Positive,true, 3/12/2019 @ 20:1:4,
273452n1,,,,,,,1,,273452,Positive,true, 2/12/2019 @ 18:29:33,
273453n1,,,,,true,,1,,273453,Positive,, 6/12/2019 @ 19:19:52,
273493n1,,,,,true,,1,,273493,Positive,, 10/12/2019 @ 14:15:19,
273551n1,,,true,true,,,1,,273551,Negative,, 8/12/2019 @ 16:19:41,
273615n1,,,,true,,,1,,273615,Negative,, 2/12/2019 @ 19:20:26,
273616n1,,,true,true,,,1,,273616,Positive,true, 4/12/2019 @ 19:27:23,
273621n1,true,,,,,,1,,273621,Negative,, 5/12/2019 @ 22:12:12,
273625n1,,,,,true,,1,,273625,Positive,, 5/12/2019 @ 21:48:18,
273686n1,,,,true,,,1,,273686,Positive,, 30/11/2019 @ 16:12:12,
273700n1,,,,true,,,1,,273700,Negative,, 10/12/2019 @ 14:35:58,
273766n1,true,,,,true,,1,,273766,Positive,, 10/12/2019 @ 14:29:39,
273773n1,,true,,true,,,1,,273773,Positive,, 7/12/2019 @ 11:56:29,
273808n1,,,,true,,,1,,273808,Positive,, 1/12/2019 @ 10:15:31,
273819n1,,,,true,true,,1,,273819,Positive,, 1/12/2019 @ 9:50:46,
273875n1,,,,,true,,1,,273875,Positive,, 10/12/2019 @ 14:37:22,
273893n1,,,,,true,,1,,273893,Positive,, 6/12/2019 @ 19:25:50,
273928n1,,,,,true,,1,,273928,Positive,, 2/12/2019 @ 19:50:12,
273952n1,,true,,true,,,1,true,273952,Positive,, 5/12/2019 @ 22:12:59,
273953n1,,,,true,,,1,,273953,Positive,, 1/12/2019 @ 9:45:1,
274008n1,,true,,,,,1,,274008,Negative,, 2/12/2019 @ 19:14:27,
274012n1,,true,,true,,,1,,274012,Positive,, 3/12/2019 @ 20:20:38,
274050n1,,,,,true,,1,,274050,Positive,, 30/11/2019 @ 15:57:52,
274055n1,,,,,true,,1,,274055,Positive,true, 1/12/2019 @ 10:4:6,
274089n1,,,true,true,,,1,,274089,Negative,, 10/12/2019 @ 14:31:29,
274104n1,,,,true,,,1,,274104,Negative,, 1/12/2019 @ 10:12:49,
274225n1,,,,,true,,1,,274225,Positive,, 29/11/2019 @ 18:22:33,
274244n1,,,,true,,,1,,274244,Negative,, 4/12/2019 @ 19:37:44,
274280n1,,,,true,true,,1,,274280,Negative,, 10/12/2019 @ 14:11:35,
274287n1,,,,,true,,1,,274287,Positive,, 2/12/2019 @ 19:43:42,
274312n1,,,,,true,,1,,274312,Positive,, 3/12/2019 @ 20:8:33,
274332n1,true,,,,,,1,,274332,Negative,, 8/12/2019 @ 16:25:25,true
274344n1,,,,,,,1,,274344,Positive,true, 7/12/2019 @ 12:58:53,
274356n1,,,,true,,,1,,274356,Negative,, 8/12/2019 @ 12:57:19,
274370n1,,,,,,,1,,274370,Positive,, 4/12/2019 @ 19:52:55,true
274396n1,,,,true,,,1,,274396,Negative,, 3/12/2019 @ 20:17:17,
274405n1,,,,,,,1,,274405,Negative,, 6/12/2019 @ 19:58:3,true
274406n1,true,,,,true,,1,,274406,Negative,, 7/12/2019 @ 12:23:48,
274419n1,true,,,,,,1,,274419,Negative,, 2/12/2019 @ 19:6:57,
274423n1,,,,,true,,1,,274423,Positive,, 2/12/2019 @ 19:34:56,
274434n1,true,,,,,,1,,274434,Negative,, 7/12/2019 @ 12:46:21,
274453n1,,,,true,,,1,,274453,Negative,, 29/11/2019 @ 17:41:55,
274453n2,,,,true,,,2,,274453,Negative,, 27/11/2019 @ 14:1:45,
274453n3,,,,true,true,,3,,274453,Negative,, 30/11/2019 @ 20:20:46,
274453n4,,,true,true,,,4,,274453,Negative,, 1/12/2019 @ 14:28:57,
274453n5,,,true,true,true,,5,,274453,Positive,, 1/12/2019 @ 18:50:53,
274467n1,,true,,,,,1,,274467,Positive,, 8/12/2019 @ 18:35:50,
274477n1,,,,true,,,1,,274477,Negative,, 8/12/2019 @ 16:25:5,
274494n1,,,,true,true,,1,,274494,Negative,, 30/11/2019 @ 15:48:14,
274532n1,,,true,,,,1,,274532,Positive,true, 29/11/2019 @ 18:20:49,
274622n1,,,true,true,,,1,,274622,Negative,, 29/11/2019 @ 18:20:32,
274681n1,,,,true,,,1,,274681,Positive,, 30/11/2019 @ 15:52:56,
274691n1,,,,true,,,1,,274691,Negative,, 10/12/2019 @ 14:25:33,
274772n1,true,,,,,,1,,274772,Negative,, 5/12/2019 @ 21:55:15,
274781n1,,,,true,true,,1,,274781,Negative,, 3/12/2019 @ 20:17:4,
274783n1,,,,true,,,1,,274783,Negative,, 4/12/2019 @ 19:37:0,
274788n1,,,true,,,,1,,274788,Positive,, 2/12/2019 @ 18:53:12,
274793n1,,,true,,,,1,,274793,Positive,, 10/12/2019 @ 13:58:49,true
274817n1,true,,,,,,1,,274817,Positive,, 10/12/2019 @ 14:2:56,
274825n1,,,,,true,,1,,274825,Positive,, 10/12/2019 @ 14:0:48,
274944n1,,,,,true,,1,,274944,Positive,, 2/12/2019 @ 20:8:37,
274945n1,,,,,true,,1,,274945,Positive,, 7/12/2019 @ 11:54:14,
274990n1,,,,true,,,1,,274990,Positive,, 10/12/2019 @ 14:23:45,
275006n1,,,,true,,,1,,275006,Negative,, 10/12/2019 @ 14:1:7,
275029n1,,,,true,,,1,,275029,Positive,, 30/11/2019 @ 16:15:5,
275033n1,,,,true,,,1,,275033,Negative,, 30/11/2019 @ 16:11:54,
275154n1,,,,,,trueI don't have an idea of what to apply this to,1,,275154,Positive,, 10/12/2019 @ 14:9:51,
275171n1,,,,,true,,1,,275171,Positive,, 6/12/2019 @ 19:36:5,
275199n1,,,,,,,1,,275199,Positive,, 1/12/2019 @ 10:6:31,true
275241n1,,,true,,,,1,true,275241,Positive,true, 30/11/2019 @ 18:49:21,
275276n1,,,,true,true,,1,,275276,Positive,, 3/12/2019 @ 20:18:20,
275291n1,,,,true,,,1,,275291,Negative,, 8/12/2019 @ 16:38:1,
275308n1,,,,true,,,1,,275308,Positive,, 7/12/2019 @ 12:57:27,
275320n1,,,,,,,1,,275320,Positive,, 30/11/2019 @ 16:7:35,true
275365n1,,,,true,,,1,,275365,Positive,, 30/11/2019 @ 18:23:23,
275375n1,,,true,true,,,1,,275375,Negative,, 29/11/2019 @ 17:36:23,
275375n2,,,,true,,,2,,275375,Negative,, 27/11/2019 @ 14:0:47,
275375n3,,,true,true,,,3,,275375,Negative,, 30/11/2019 @ 20:18:47,true
275375n4,,,,,,,4,,275375,Positive,, 1/12/2019 @ 14:23:35,true
275375n5,,,true,true,true,,5,,275375,Positive,, 1/12/2019 @ 18:46:39,true
275383n1,,,,true,,,1,,275383,Positive,, 10/12/2019 @ 14:36:59,true
275399n1,,true,,,,,1,,275399,Positive,, 30/11/2019 @ 18:46:10,
275400n1,,,true,true,,,1,,275400,Negative,, 10/12/2019 @ 14:6:30,
275402n1,,,,,true,,1,,275402,Positive,, 7/12/2019 @ 13:14:29,
275452n1,,,,,,,1,,275452,Positive,, 3/12/2019 @ 20:17:42,true
275475n1,,,,true,,,1,,275475,Negative,, 1/12/2019 @ 9:45:46,
275476n1,,,,,,,1,,275476,Positive,, 2/12/2019 @ 20:5:16,true
275490n1,,,,true,,,1,,275490,Positive,, 6/12/2019 @ 19:39:47,
275543n1,,,,,,,1,true,275543,Positive,, 2/12/2019 @ 19:38:46,
275557n1,,true,true,,true,,1,,275557,Negative,true, 2/12/2019 @ 19:35:28,
275563n1,,true,,true,,,1,,275563,Negative,, 30/11/2019 @ 18:33:16,true
275628n1,,,,,,,1,true,275628,Positive,, 2/12/2019 @ 19:15:43,
275666n1,true,,,,,,1,,275666,Negative,, 5/12/2019 @ 22:4:40,
275736n1,,,,true,true,,1,,275736,Positive,, 7/12/2019 @ 11:49:3,
275744n1,,,,true,,,1,,275744,Negative,, 2/12/2019 @ 18:53:17,
275749n1,,,,true,,,1,,275749,Positive,, 8/12/2019 @ 12:43:3,
275771n1,,,,true,true,,1,,275771,Negative,, 5/12/2019 @ 22:6:58,
275775n1,,,,true,,,1,,275775,Negative,, 7/12/2019 @ 12:42:41,
275776n1,,,,,true,,1,,275776,Negative,, 10/12/2019 @ 14:14:42,
275784n1,,,,true,,,1,,275784,Negative,, 7/12/2019 @ 13:14:1,
275792n1,,,,,,,1,,275792,Positive,, 2/12/2019 @ 18:29:21,true
275799n1,true,,,,,,1,,275799,Negative,, 30/11/2019 @ 16:21:33,
275804n1,,,,true,true,,1,,275804,Positive,, 10/12/2019 @ 14:25:17,
275822n1,,,,,true,,1,,275822,Positive,, 8/12/2019 @ 18:36:30,
275885n1,,,,true,,,1,,275885,Negative,, 29/11/2019 @ 18:25:20,
275932n1,,,,true,,,1,,275932,Positive,true, 5/12/2019 @ 22:7:50,
275952n1,,,,,,trueI'm not sure what NCTC means or can apply to,1,,275952,Positive,, 8/12/2019 @ 12:58:18,
276001n1,,true,,true,,,1,,276001,Negative,, 4/12/2019 @ 19:37:20,
276043n1,true,,,,true,,1,,276043,Negative,, 29/11/2019 @ 18:25:1,
276090n1,,,,true,,,1,,276090,Positive,, 30/11/2019 @ 15:54:52,
276121n1,,,,,true,,1,,276121,Negative,, 6/12/2019 @ 19:52:22,
276145n1,,,,true,true,,1,,276145,Negative,, 8/12/2019 @ 13:0:27,
